model_name,variables,filter_rule,method,variable,coefficient,p_value
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-1 Return <= 0.106004,1pt,Median,-1.446625516147114e-07,0.539923611520696
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-1 Return <= 0.106004,1pt,Fear and Greed Index,0.0005492738837559857,0.10449441732941056
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-1 Return <= 0.106004,2pt,const,-0.02155974187585731,0.2277128464236905
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-1 Return <= 0.106004,2pt,Skewness,-0.0032761508333927136,0.7832595569206573
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-1 Return <= 0.106004,2pt,Median,-1.447031121457093e-07,0.5398641959305106
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-1 Return <= 0.106004,2pt,Fear and Greed Index,0.0005492489351429516,0.10453569549013886
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,1pt,const,-0.025940148072322238,0.1912417115019173
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,1pt,Skewness,-0.006358262620859562,0.5762214149362782
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,1pt,Median,-1.8756878402633077e-07,0.44306194464632076
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,1pt,Fear and Greed Index,0.0007152350664553568,0.04243386140186304
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,2pt,const,-0.025930024961527985,0.19133167136783052
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,2pt,Skewness,-0.006352901825438625,0.5763377233878926
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,2pt,Median,-1.876799249954496e-07,0.44286641792127535
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return >= -0.093502,2pt,Fear and Greed Index,0.0007152077056985079,0.04244100546853415
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,1pt,const,-0.022024715354905956,0.23380032466881434
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,1pt,Skewness,0.021452703238354444,0.17010813476895018
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,1pt,Median,-2.1414217341050322e-07,0.3712459543693295
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,1pt,Fear and Greed Index,0.0006912246613151186,0.046166379969813896
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,2pt,const,-0.02204666332683773,0.23326829401708624
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,2pt,Skewness,0.02141646751971307,0.17058138636801667
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,2pt,Median,-2.139672102787803e-07,0.37168195212006294
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-2 Return <= 0.106004,2pt,Fear and Greed Index,0.0006913969159527853,0.04612631447503844
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,1pt,const,-0.026895429227901536,0.16250310091933715
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,1pt,Skewness,-0.004935153345430882,0.6604636361592755
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,1pt,Median,-1.7611838391396396e-07,0.4632142811010257
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,1pt,Fear and Greed Index,0.0007027720679180207,0.04204500794640144
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,2pt,const,-0.026888639770377174,0.1625589020305269
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,2pt,Skewness,-0.004928951481893324,0.6607226652666112
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,2pt,Median,-1.7618782001760984e-07,0.4631137273192999
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return >= -0.093502,2pt,Fear and Greed Index,0.0007027432833882328,0.04206517122023111
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,1pt,const,-0.025429449637482483,0.16221367997139233
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,1pt,Skewness,-0.009182854033413228,0.4822872206536565
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,1pt,Median,-3.211800434594976e-07,0.17925073220496385
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,1pt,Fear and Greed Index,0.0009473376296087364,0.00494696903123155
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,2pt,const,-0.025419279926941908,0.16232274791712498
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,2pt,Skewness,-0.009170185509641224,0.48265105950131815
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,2pt,Median,-3.212784837497535e-07,0.179166574073025
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-3 Return <= 0.106004,2pt,Fear and Greed Index,0.0009472831071498,0.004951621764280572
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,1pt,const,-0.029480228914229755,0.11608453735531853
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,1pt,Skewness,-0.011106811320846843,0.3247213996716287
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,1pt,Median,-1.641216210720287e-07,0.48422770615553057
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,1pt,Fear and Greed Index,0.000757632500524341,0.027983530631313754
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,2pt,const,-0.029466531161643425,0.11621288940991087
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,2pt,Skewness,-0.011093502964878373,0.3251043818410272
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,2pt,Median,-1.6426163168605823e-07,0.4839349928323493
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return >= -0.093502,2pt,Fear and Greed Index,0.0007575702530886201,0.0280079229156298
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,1pt,const,-0.027523011017502583,0.1463492207001608
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,1pt,Skewness,-0.005740116358623643,0.6155464153224751
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,1pt,Median,-1.7803085802415598e-07,0.4785936634648539
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,1pt,Fear and Greed Index,0.0007284797749331493,0.03687247542660165
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,2pt,const,-0.02751329057261919,0.1464450183715927
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,2pt,Skewness,-0.00572480268415703,0.6163336409346989
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,2pt,Median,-1.7804854100576645e-07,0.4785997229804744
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180 AND T-4 Return <= 0.108559,2pt,Fear and Greed Index,0.0007283178121237517,0.036918324393474054
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,1pt,const,-0.01149808060912922,0.569055484551831
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,1pt,Skewness,-0.00518281531750484,0.6784337066293696
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,1pt,Median,-2.679514760463189e-07,0.30875285843822753
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,1pt,Fear and Greed Index,0.0005807942639142583,0.103736514149887
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,2pt,const,-0.011483803236501096,0.5695287941481953
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,2pt,Skewness,-0.005145709191881945,0.6806810218887507
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,2pt,Median,-2.678171112080499e-07,0.3090575428769023
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Std >= 905.962517,2pt,Fear and Greed Index,0.000580321944574808,0.10409209472917426
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,1pt,const,-0.01149808060912922,0.569055484551831
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,1pt,Skewness,-0.00518281531750484,0.6784337066293696
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,1pt,Median,-2.679514760463189e-07,0.30875285843822753
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,1pt,Fear and Greed Index,0.0005807942639142583,0.103736514149887
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,2pt,const,-0.011483803236501096,0.5695287941481953
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,2pt,Skewness,-0.005145709191881945,0.6806810218887507
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,2pt,Median,-2.678171112080499e-07,0.3090575428769023
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 11541.060000,2pt,Fear and Greed Index,0.000580321944574808,0.10409209472917426
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,1pt,const,-0.01149808060912922,0.569055484551831
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,1pt,Skewness,-0.00518281531750484,0.6784337066293696
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,1pt,Median,-2.679514760463189e-07,0.30875285843822753
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,1pt,Fear and Greed Index,0.0005807942639142583,0.103736514149887
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,2pt,const,-0.011483803236501096,0.5695287941481953
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,2pt,Skewness,-0.005145709191881945,0.6806810218887507
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,2pt,Median,-2.678171112080499e-07,0.3090575428769023
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 21085.300000,2pt,Fear and Greed Index,0.000580321944574808,0.10409209472917426
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,1pt,const,-0.01149808060912922,0.569055484551831
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,1pt,Skewness,-0.00518281531750484,0.6784337066293696
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,1pt,Median,-2.679514760463189e-07,0.30875285843822753
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,1pt,Fear and Greed Index,0.0005807942639142583,0.103736514149887
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,2pt,const,-0.011483803236501096,0.5695287941481953
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,2pt,Skewness,-0.005145709191881945,0.6806810218887507
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,2pt,Median,-2.678171112080499e-07,0.3090575428769023
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988 AND Median >= 26584.620000,2pt,Fear and Greed Index,0.000580321944574808,0.10409209472917426
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,1pt,const,-0.01859088455296174,0.41028307670222974
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,1pt,Skewness,-0.011418338436391673,0.3175098860161054
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,1pt,Median,-1.6010286438414635e-07,0.7675132462053234
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,1pt,Fear and Greed Index,0.0007360276688901336,0.06217018198639228
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,2pt,const,-0.018653899362830684,0.4088363713069041
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,2pt,Skewness,-0.011499377346102353,0.3148864441692477
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,2pt,Median,-1.599120555539146e-07,0.767776361820602
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 58011.240000,2pt,Fear and Greed Index,0.0007373928248765903,0.061807273754920476
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,1pt,const,-0.01888691167242348,0.4026898004106195
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,1pt,Skewness,-0.010970477702587638,0.33623930072573116
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,1pt,Median,-7.45166801185608e-08,0.888952667344576
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,1pt,Fear and Greed Index,0.0006967053530687284,0.07558683461044989
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,2pt,const,-0.018948923695673085,0.4012867480850185
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,2pt,Skewness,-0.011050265120136566,0.3335345799570928
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,2pt,Median,-7.43083644767218e-08,0.8892586004245551
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 66247.920000,2pt,Fear and Greed Index,0.0006980370868206085,0.07516414840666014
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,1pt,const,-0.01888691167242348,0.4026898004106195
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,1pt,Skewness,-0.010970477702587638,0.33623930072573116
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,1pt,Median,-7.45166801185608e-08,0.888952667344576
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,1pt,Fear and Greed Index,0.0006967053530687284,0.07558683461044989
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,2pt,const,-0.018948923695673085,0.4012867480850185
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,2pt,Skewness,-0.011050265120136566,0.3335345799570928
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,2pt,Median,-7.43083644767218e-08,0.8892586004245551
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674 AND Median <= 96165.020000,2pt,Fear and Greed Index,0.0006980370868206085,0.07516414840666014
model_1,Skewness + Median + Fear and Greed Index,Mean <= 66374.485907 AND Std >= 905.962517,1pt,const,-0.001911316495824447,0.9267910260177761
model_1,Skewness + Median + Fear and Greed Index,Mean <= 66374.485907 AND Std >= 905.962517,1pt,Skewness,-0.010203482566558147,0.3600782983022994
model_1,Skewness + Median + Fear and Greed Index,Mean <= 66374.485907 AND Std >= 905.962517,1pt,Median,-8.158353615960843e-07,0.0858094291007886
model_1,Skewness + Median + Fear and Greed Index,Mean <= 66374.485907 AND Std >= 905.962517,1pt,Fear and Greed Index,0.000849501551172337,0.022619705080841986
